AvgPts,Ceiling,CeilingPct,Consistency,Floor,FloorPct,ImpPts,OppPlusMinusPct,Plus_Minus,ProjPlusMinusPct,Score,Season_PPG,Season_Plus_Minus,Upside,Vegas,AdjYPA,PassINTPct,PassSackPct,PassTDPct,PassingSuccessfulPct,YardsPerPassingAttempt,ActualPoints
19.0,27.6,49,100,10.4,82,12.49,48,62,92,62.0,14.6,3.0,54,92,5.79,9.1,8.3,9.1,45.94,7.43,24.18
15.8,24.4,16,35,7.2,37,12.9,86,47,51,47.0,14.5,1.5,91,15,5.71,2.9,8.6,4.5,56.06,7.81,9.64
15.5,25.5,22,100,5.5,15,15.11,12,94,23,94.0,20.4,7.0,54,55,6.84,2.5,8.0,5.6,44.06,6.29,14.66
16.2,25.1,20,68,7.3,43,13.1,67,61,53,61.0,15.2,2.6,54,22,4.18,5.6,7.4,3.2,49.45,7.58,12.9
20.5,31.6,78,74,9.4,77,16.32,34,46,60,46.0,18.6,2.3,67,52,6.51,1.7,9.9,5.2,46.64,6.48,13.8
18.8,29.9,67,35,7.7,51,15.72,66,81,46,81.0,22.1,5.4,91,89,7.23,1.5,7.5,5.6,50.11,6.34,24.58
17.4,25.5,23,35,9.3,75,15.92,11,30,29,30.0,18.6,0.8,54,63,5.64,3.5,5.9,4.1,43.72,6.91,18.1
19.9,29.9,67,24,9.9,80,13.5,65,10,91,10.0,4.0,-9.3,54,46,3.38,1.4,10.6,1.4,47.08,7.52,17.18
18.2,28.9,59,52,7.5,45,15.52,30,66,43,66.0,18.4,3.4,88,92,5.3,3.3,5.5,4.2,44.35,7.06,10.56
18.4,28.6,54,75,8.2,62,11.89,41,52,94,52.0,14.3,1.7,65,12,4.99,2.7,2.4,3.8,51.21,7.83,5.88
14.3,23.8,11,52,4.8,6,13.1,48,46,31,46.0,15.8,1.7,54,46,6.13,1.3,8.5,4.0,47.53,7.33,4.22
25.7,38.7,98,52,12.7,98,20.56,85,78,62,78.0,24.8,5.6,98,97,8.72,1.6,6.9,8.7,51.18,7.26,31.84
14.0,23.4,10,75,4.6,4,12.69,77,46,33,46.0,14.1,1.4,54,66,7.59,1.3,5.1,3.7,44.44,6.39,18.6
15.4,24.3,14,52,6.5,27,12.9,32,31,46,31.0,15.3,0.3,54,46,6.09,3.4,2.7,4.7,47.64,5.98,22.0
17.7,28.8,57,40,6.6,29,17.33,10,86,21,86.0,22.4,5.8,88,57,6.64,1.9,7.8,4.8,50.85,6.44,22.22
19.5,30.5,71,32,8.5,64,15.11,61,34,67,34.0,17.5,1.3,65,55,5.44,2.6,8.8,4.2,49.34,7.38,20.68
15.5,25.7,23,40,5.3,14,12.09,67,21,62,21.0,9.2,-3.0,54,31,4.75,4.2,8.7,4.2,48.95,7.22,17.52
24.0,36.3,95,100,11.7,96,18.34,76,47,74,47.0,21.9,2.9,54,97,6.93,2.2,4.2,4.9,50.3,7.14,14.5
19.5,29.4,62,52,9.6,79,17.13,18,52,34,52.0,20.1,2.8,54,76,6.04,3.4,6.9,5.7,53.15,7.87,28.3
20.1,29.8,63,52,10.4,88,14.51,64,43,82,43.0,19.0,2.1,65,76,6.08,2.4,7.1,4.2,51.89,8.11,15.12
16.5,26.9,38,52,6.1,21,14.11,45,55,43,55.0,18.2,2.7,65,39,5.61,3.3,6.3,4.5,46.8,7.44,10.2
23.6,36.4,96,100,10.8,92,21.57,74,85,25,85.0,27.4,7.3,88,95,8.5,1.8,2.2,8.0,44.15,6.08,20.46
15.7,25.2,21,64,6.2,21,13.5,74,38,42,38.0,13.4,0.8,78,55,4.97,2.5,8.6,1.6,48.41,7.49,9.52
21.5,33.8,89,26,9.2,74,14.31,77,12,94,12.0,9.7,-6.7,54,85,6.3,1.4,12.0,1.4,47.39,7.43,14.38
18.1,26.9,40,16,9.3,73,11.69,56,9,93,9.0,1.1,-10.5,54,41,2.14,7.7,7.1,0.0,55.6,7.81,13.8
19.5,30.5,73,50,8.5,61,14.71,92,59,72,59.0,15.3,2.5,54,28,6.7,2.8,6.1,4.8,53.69,7.88,20.32
14.2,22.5,6,100,5.9,20,13.3,14,87,28,87.0,19.3,5.4,54,17,6.65,2.1,7.1,5.0,43.95,6.25,7.92
18.7,28.5,54,75,8.9,71,13.7,34,65,78,65.0,18.0,3.2,65,57,5.51,2.5,6.7,4.4,46.35,6.41,18.8
17.0,24.9,18,100,9.1,73,13.3,13,97,62,97.0,19.4,7.5,54,81,8.33,3.4,4.9,6.9,45.55,7.48,20.84
21.4,32.5,84,77,10.3,83,16.12,30,92,74,92.0,22.2,6.7,85,89,7.69,1.4,5.0,6.1,45.37,6.99,11.48
21.3,33.0,86,75,9.6,79,14.51,83,40,92,40.0,18.1,1.7,65,76,6.8,1.3,9.4,5.3,47.16,6.52,14.12
17.1,25.9,28,40,8.3,59,16.53,80,31,22,31.0,18.5,0.9,54,46,5.61,3.5,6.3,3.8,44.61,6.87,6.32
27.0,38.2,98,100,15.8,99,21.77,27,98,57,98.0,28.8,9.3,98,98,7.06,2.0,3.5,5.6,49.9,7.39,23.62
24.0,36.6,96,40,11.4,95,21.37,52,79,29,79.0,20.9,5.0,98,92,7.25,1.3,4.5,5.5,47.54,7.21,16.08
18.4,30.2,68,40,6.6,31,15.32,42,54,48,54.0,19.8,2.9,65,93,7.57,2.5,5.3,6.6,49.35,7.16,11.62
14.0,22.2,5,31,5.8,17,12.69,21,23,33,23.0,9.6,-2.3,54,37,6.63,0.0,5.3,3.5,46.32,6.93,20.84
16.2,26.1,27,59,6.3,27,12.09,15,40,70,40.0,13.5,0.9,64,11,4.93,2.4,2.6,3.5,52.3,7.8,11.16
14.7,24.6,16,41,4.8,6,12.9,36,33,38,33.0,14.6,0.6,54,77,6.06,1.4,7.9,3.8,47.13,7.18,17.86
23.4,36.2,96,59,10.6,88,21.57,32,83,24,83.0,25.5,6.2,95,95,8.7,1.6,6.4,8.4,52.14,7.27,19.76
14.3,23.5,10,77,5.1,8,13.5,84,52,27,52.0,14.6,1.9,54,61,7.28,1.6,4.8,3.4,45.97,6.52,14.08
15.8,24.7,17,59,6.9,35,14.31,79,38,31,38.0,16.0,1.2,54,41,6.8,2.9,3.1,4.8,50.47,6.16,12.92
17.8,28.7,55,50,6.9,39,12.29,67,27,87,27.0,11.3,-1.0,54,24,6.16,4.2,7.0,5.4,49.37,7.18,23.6
13.8,22.7,6,31,4.9,9,12.49,74,16,33,16.0,7.5,-5.0,54,70,6.87,3.3,0.0,6.7,47.77,7.24,6.76
22.0,33.3,86,77,10.7,92,18.14,79,38,50,38.0,21.2,2.2,54,88,6.88,2.2,4.2,4.9,50.99,7.45,32.3
17.1,27.6,43,41,6.6,33,13.3,56,46,63,46.0,17.4,2.0,64,57,5.22,3.8,5.8,4.4,46.41,7.23,27.52
21.9,32.8,84,100,11.0,93,20.56,7,78,22,78.0,26.7,6.3,85,90,8.24,2.0,2.4,7.8,45.27,6.22,28.08
14.3,22.3,6,68,6.3,24,11.89,28,32,49,32.0,12.8,0.1,74,46,4.71,2.8,8.3,1.9,48.64,7.37,20.6
17.1,26.3,31,31,7.9,56,13.3,25,14,63,14.0,10.9,-5.0,54,12,4.83,3.2,13.2,2.0,46.67,7.46,4.34
20.2,29.6,65,77,10.8,89,16.12,48,66,57,66.0,18.1,3.4,64,39,5.8,2.3,6.9,4.9,45.78,6.17,27.62
16.7,25.9,26,59,7.5,49,14.31,18,42,42,42.0,18.6,2.0,64,84,6.06,2.3,6.5,4.4,50.88,8.01,17.52
16.0,26.3,31,26,5.7,17,11.89,30,14,72,14.0,5.3,-6.3,54,31,5.54,2.4,8.7,2.4,54.68,7.75,8.92
20.0,31.1,76,59,8.9,69,14.91,78,65,76,65.0,16.3,3.0,54,49,7.29,2.9,6.4,5.7,54.04,7.89,18.84
18.5,27.5,43,100,9.5,79,15.32,37,96,49,96.0,19.9,7.3,54,97,7.24,3.8,5.6,5.9,46.55,7.63,17.68
18.3,30.2,67,100,6.4,29,12.9,89,69,83,69.0,17.4,3.7,54,57,6.47,1.8,6.8,4.4,46.01,6.34,18.2
18.2,30.2,67,40,6.2,26,16.73,73,49,27,49.0,18.0,2.3,54,86,7.03,2.3,6.6,6.5,48.2,7.57,25.8
21.6,31.3,77,59,11.9,96,17.13,82,61,62,61.0,20.9,3.6,54,82,6.31,3.4,6.4,6.0,52.88,7.9,8.2
18.4,27.0,39,74,9.8,80,12.9,36,55,84,55.0,14.9,2.3,54,15,4.39,5.3,7.9,2.9,49.57,7.53,7.24
18.4,29.3,59,41,7.5,51,15.11,63,54,51,54.0,17.6,2.6,85,72,5.62,3.1,4.8,3.9,45.66,7.19,13.92
21.5,34.1,91,77,8.9,70,14.71,90,37,92,37.0,17.7,1.5,64,88,6.9,1.3,8.8,5.0,45.97,6.46,14.64
19.4,30.3,69,41,8.5,64,16.93,61,84,37,84.0,22.4,5.7,85,77,6.29,1.8,7.6,4.6,52.33,6.49,19.74
18.1,27.3,43,34,8.9,69,15.52,39,26,42,26.0,17.3,-0.2,54,34,5.4,3.6,6.7,3.6,44.57,6.93,11.36
25.2,35.9,95,100,14.5,99,21.16,30,95,44,95.0,28.8,9.3,95,98,7.23,2.0,3.6,5.8,50.09,7.45,17.02
16.6,25.5,23,26,7.7,51,14.11,39,11,44,11.0,5.6,-7.8,54,31,4.25,1.0,12.3,3.0,47.44,7.49,2.44
18.7,28.5,55,34,8.9,69,18.95,49,68,19,68.0,20.4,4.0,95,92,7.2,1.6,4.0,5.8,46.46,7.24,23.96
17.9,29.0,59,41,6.8,31,14.91,67,44,48,44.0,19.0,2.2,64,70,7.53,2.2,5.3,6.6,47.96,7.0,14.54
16.3,26.0,28,34,6.6,29,12.69,26,32,63,32.0,11.8,0.0,54,11,6.88,1.6,3.8,4.0,46.24,6.94,7.26
15.8,25.3,22,62,6.3,22,11.69,65,38,72,38.0,13.3,0.8,63,17,5.11,2.2,2.7,3.6,52.07,7.77,5.02
17.5,27.6,46,45,7.4,45,14.11,59,37,55,37.0,14.9,1.0,54,79,6.22,1.4,7.9,4.1,46.57,6.84,13.72
23.3,35.3,94,62,11.3,94,20.56,25,76,31,76.0,25.0,5.5,93,97,8.97,1.3,6.3,8.7,51.13,6.98,27.92
16.3,25.7,25,100,6.9,35,11.69,43,49,78,49.0,14.0,1.5,54,39,8.11,2.4,10.6,2.4,46.6,7.43,30.88
12.2,19.9,1,77,4.5,4,12.69,23,50,21,50.0,14.5,1.7,54,28,6.94,2.1,4.3,3.0,46.12,6.52,5.68
15.3,24.8,18,62,5.8,17,13.9,59,36,31,36.0,15.7,1.0,54,76,6.61,2.8,2.7,4.7,49.14,6.01,14.74
17.8,27.8,47,34,7.8,55,15.92,25,41,32,41.0,17.8,1.8,64,28,5.56,2.9,8.6,4.2,49.39,7.27,15.66
15.2,24.4,14,59,6.0,21,13.3,76,49,38,49.0,13.8,1.6,54,15,6.29,3.7,8.2,5.2,50.0,7.14,11.16
15.5,25.5,21,45,5.5,16,15.72,13,62,20,62.0,18.3,3.1,79,68,5.34,4.0,5.7,4.6,47.08,7.47,11.88
24.9,38.2,98,100,11.6,96,20.76,23,79,46,79.0,26.8,6.5,79,72,8.47,2.0,2.1,8.0,45.32,6.18,13.56
16.6,26.0,28,74,7.2,40,12.49,66,44,69,44.0,13.8,1.3,67,55,4.84,2.8,8.0,2.5,49.65,7.5,14.72
21.9,33.7,89,77,10.1,82,15.52,86,73,89,73.0,19.0,4.2,63,72,5.73,2.3,6.7,5.1,47.75,6.35,9.7
17.3,26.7,36,62,7.9,56,13.5,62,44,63,44.0,18.5,2.1,63,55,6.06,2.3,6.5,4.4,51.09,7.99,24.84
14.6,24.9,18,31,4.3,4,11.69,55,15,55,15.0,6.2,-5.5,54,77,4.72,4.0,6.4,2.8,54.22,7.81,21.42
17.7,26.4,33,64,9.0,71,14.71,62,66,48,66.0,16.7,3.2,54,24,6.75,3.2,7.6,5.0,53.9,7.86,6.6
19.3,27.8,48,100,10.8,90,15.32,74,91,60,91.0,19.3,6.0,54,89,6.62,4.2,5.3,5.0,46.36,7.71,21.48
15.7,25.6,22,100,5.8,20,13.1,23,73,48,73.0,17.5,3.9,54,59,6.53,1.8,6.3,4.7,45.6,6.28,9.6
14.3,23.5,10,75,5.1,9,12.49,39,59,39,59.0,14.9,2.3,54,79,5.81,3.7,6.5,4.3,48.51,7.22,42.32
21.5,35.0,93,41,8.0,57,16.93,78,58,64,58.0,18.7,3.0,54,97,7.6,2.0,6.5,7.0,50.09,7.73,5.86
17.2,25.6,25,45,8.8,67,15.52,55,47,31,47.0,19.7,2.5,54,26,6.11,3.1,6.4,5.7,52.56,7.85,17.1
25.6,38.1,98,77,13.1,98,18.74,83,54,87,54.0,22.2,3.3,63,82,6.89,2.1,4.3,5.0,53.85,7.45,30.28
17.9,27.5,44,75,8.3,61,12.29,88,44,88,44.0,14.0,1.3,54,39,4.24,5.2,8.3,2.7,50.26,7.7,18.56
22.2,34.2,91,62,10.2,82,16.93,48,86,73,86.0,21.2,5.6,79,95,7.29,2.0,6.7,6.0,47.2,7.14,31.2
17.2,28.1,52,45,6.3,22,15.11,25,50,37,50.0,17.3,2.2,79,85,5.68,3.1,4.3,4.2,52.31,7.38,23.3
13.4,20.9,2,32,5.9,18,11.69,13,19,40,19.0,10.9,-3.0,54,12,4.62,3.5,5.8,3.1,48.46,7.34,3.5
17.2,27.9,49,77,6.5,27,14.71,21,36,42,36.0,17.4,1.4,63,39,6.87,1.3,8.8,4.7,45.93,6.5,4.54
17.8,28.2,52,45,7.4,45,16.93,17,82,24,82.0,22.1,5.5,79,28,6.4,1.9,8.8,4.8,51.15,6.45,16.94
18.8,29.0,59,35,8.6,65,16.12,79,24,40,24.0,16.8,-0.6,54,89,5.48,3.1,6.7,3.1,45.6,6.71,25.6
26.1,38.2,98,75,14.0,99,21.16,76,92,55,92.0,27.5,7.8,93,93,7.27,2.0,4.3,5.8,48.98,7.27,37.8
22.0,33.4,86,35,10.6,91,18.54,52,69,44,69.0,20.8,4.1,93,90,7.21,1.6,3.6,5.5,45.92,7.34,17.7
18.5,28.6,57,45,8.4,59,13.7,96,42,76,42.0,18.6,2.0,63,28,7.33,2.6,5.8,6.5,47.58,6.88,31.22
16.5,25.8,26,40,7.2,40,11.69,86,27,80,27.0,11.1,-1.0,54,68,6.25,2.0,4.9,3.2,46.91,7.23,14.46
13.8,22.7,7,50,4.9,7,13.1,56,36,27,36.0,14.8,0.9,54,55,6.01,1.4,8.8,4.5,45.75,6.44,17.32
14.0,22.1,5,50,5.9,21,11.69,30,32,48,32.0,12.6,0.2,62,5,4.67,2.4,3.1,3.2,52.37,7.79,22.36
12.7,20.8,2,100,4.6,5,13.7,46,97,19,97.0,19.6,7.7,98,44,8.0,1.0,11.3,4.5,46.29,7.71,7.06
22.9,34.8,92,64,11.0,92,21.37,88,78,22,78.0,25.3,5.6,91,99,8.83,1.3,6.4,8.1,50.97,6.99,30.88
15.2,25.0,20,64,5.4,11,12.09,79,41,56,41.0,13.8,1.0,54,68,6.56,2.4,4.6,2.7,45.55,6.61,3.9
16.6,26.5,34,64,6.7,31,13.7,93,36,50,36.0,15.6,1.0,54,79,6.27,3.4,3.3,4.7,48.43,5.98,30.28
21.1,34.6,91,35,7.6,53,16.73,75,41,62,41.0,17.6,1.7,54,91,7.44,2.8,7.1,7.2,50.37,7.68,20.0
19.6,29.6,63,35,9.6,79,15.11,62,38,68,38.0,17.6,1.5,63,44,5.28,2.9,9.4,3.9,49.83,7.24,35.34
16.5,27.7,44,64,5.3,14,12.9,91,41,62,41.0,13.3,1.0,54,52,6.54,4.0,8.1,5.2,51.32,7.4,2.9
19.5,29.7,67,64,9.3,73,18.14,41,90,25,90.0,22.1,6.3,91,55,7.08,2.2,6.1,5.7,47.61,7.26,30.9
20.1,30.7,71,64,9.5,79,15.72,48,55,64,55.0,19.0,2.8,62,39,6.27,2.3,5.8,4.6,52.24,8.04,35.3
18.3,29.3,59,40,7.3,49,15.52,49,54,44,54.0,17.8,2.6,78,77,5.46,3.7,5.7,4.6,46.82,7.4,13.4
24.0,35.4,93,77,12.6,98,20.36,23,67,42,67.0,25.6,5.2,78,93,8.44,1.5,2.4,7.8,45.92,6.14,4.72
15.8,25.9,28,75,5.7,15,12.69,75,44,55,44.0,13.9,1.3,65,59,4.94,2.6,8.3,2.9,49.02,7.22,23.06
21.3,31.8,80,64,10.8,90,16.32,98,65,70,65.0,18.2,3.3,62,72,5.48,2.3,6.9,4.9,48.49,6.44,13.68
17.3,28.7,55,34,5.9,21,12.69,70,22,76,22.0,9.3,-2.4,54,68,5.73,3.3,5.9,4.2,53.89,7.44,16.42
14.1,21.8,5,44,6.4,22,12.69,55,46,34,46.0,15.3,1.6,54,4,6.17,3.7,6.9,4.4,53.44,7.73,15.8
15.8,23.7,11,100,7.9,55,14.31,9,91,31,91.0,19.8,6.2,54,66,6.68,3.4,4.9,4.6,45.78,7.69,11.54
17.5,27.6,44,100,7.4,47,12.9,76,65,74,65.0,16.5,3.0,54,24,6.2,2.1,6.1,4.4,45.44,6.28,25.3
14.5,24.0,12,77,5.0,8,14.51,12,87,22,87.0,17.6,5.1,64,72,6.86,3.1,6.8,5.5,48.42,7.3,13.3
22.7,33.3,89,50,12.1,95,16.12,77,46,89,46.0,19.5,2.3,54,66,6.0,3.4,6.7,5.7,54.0,7.98,30.54
25.2,38.6,98,77,11.8,96,19.95,61,62,64,62.0,22.9,4.0,62,96,7.31,2.2,4.4,5.6,49.71,7.46,13.0
16.6,25.0,19,77,8.2,59,12.9,52,52,63,52.0,14.5,1.8,54,12,4.13,4.4,9.1,2.6,51.27,7.72,12.2
14.2,23.5,9,50,4.9,8,14.91,10,57,19,57.0,17.8,2.8,78,44,5.81,2.8,4.0,4.2,53.32,7.47,25.36
12.2,19.7,1,31,4.7,5,12.09,43,18,25,18.0,10.1,-3.6,54,15,4.68,3.5,6.1,3.1,46.96,7.27,16.46
14.1,23.3,9,44,4.9,7,12.09,19,30,43,30.0,11.5,-0.4,54,28,6.21,2.6,3.9,3.3,48.05,7.35,17.26
18.6,29.9,67,64,7.3,43,14.71,65,30,60,30.0,16.3,0.4,62,74,6.26,2.0,8.8,4.3,46.62,6.7,11.56
18.8,29.9,67,50,7.7,51,17.13,41,78,28,78.0,21.7,5.0,78,77,6.09,1.9,9.4,4.4,47.04,6.32,29.32
17.6,27.0,40,40,8.2,57,17.53,56,27,20,27.0,17.5,0.3,54,86,5.65,2.4,6.8,3.0,45.81,6.63,27.24
22.6,31.7,79,77,13.5,98,21.16,13,95,22,95.0,28.5,8.6,98,88,7.78,2.0,3.6,6.5,48.81,7.48,26.46
21.8,34.1,89,40,9.5,80,18.74,70,65,39,65.0,20.5,3.7,91,94,7.01,1.6,3.6,5.5,46.31,7.4,23.38
19.5,29.7,67,50,9.3,73,15.32,42,61,63,61.0,19.7,3.3,78,76,7.4,2.5,5.6,6.6,47.44,6.85,11.36
15.4,24.7,17,50,6.1,21,12.9,74,76,46,76.0,16.5,4.0,91,31,6.09,2.7,12.5,3.3,46.39,7.85,3.96
16.0,25.0,20,21,7.0,35,11.69,62,15,74,15.0,6.8,-5.4,54,57,8.67,0.0,2.1,7.1,49.22,7.01,16.48
12.9,21.8,4,51,4.0,3,12.09,27,41,30,41.0,13.3,1.0,61,2,5.05,2.2,3.2,3.6,50.97,7.59,11.88
21.5,32.6,84,65,10.4,86,20.16,2,80,23,80.0,25.7,5.9,89,88,8.97,1.3,6.2,8.1,51.31,7.23,8.1
13.9,22.0,5,65,5.8,18,13.9,18,52,22,52.0,16.7,2.2,61,41,6.22,3.4,3.6,4.4,48.85,6.1,3.98
19.1,31.1,74,40,7.1,43,16.32,82,42,42,42.0,17.8,1.8,54,82,7.48,2.7,6.5,7.0,49.64,7.52,21.5
18.0,28.6,55,31,7.4,45,12.49,84,23,86,23.0,11.5,-1.8,54,26,4.28,5.5,9.5,3.6,50.99,7.37,2.98
21.6,33.4,86,65,9.8,81,14.91,93,70,91,70.0,20.3,4.2,76,85,6.58,2.3,5.8,4.9,52.41,8.11,25.1
19.0,31.3,75,41,6.7,35,14.51,73,49,69,49.0,17.5,2.2,76,89,5.38,3.6,5.3,4.4,44.83,7.2,22.0
25.7,39.4,99,64,12.0,97,19.55,57,49,77,49.0,23.9,3.5,76,88,8.32,1.8,2.6,7.6,46.25,6.04,13.02
12.7,20.3,2,77,5.1,7,12.49,74,57,25,57.0,14.8,2.3,64,11,5.33,2.6,8.3,3.2,49.63,7.52,20.6
16.0,24.8,18,65,7.2,40,14.71,30,58,29,58.0,17.8,2.8,61,31,5.4,2.3,7.4,4.6,49.37,6.47,20.94
12.7,21.2,3,40,4.2,3,12.9,59,25,22,25.0,10.5,-1.5,54,66,6.42,2.5,7.7,5.0,52.24,7.32,9.26
15.3,24.4,17,50,6.2,18,12.9,34,47,45,47.0,15.3,1.8,54,22,4.93,4.3,8.5,3.6,54.67,7.95,15.26
18.6,29.5,63,23,7.7,51,13.5,25,10,79,10.0,2.5,-9.5,54,66,7.75,0.0,0.0,0.0,43.96,6.39,2.5
20.7,30.5,70,100,10.9,92,14.71,96,81,86,81.0,18.4,4.7,54,95,6.41,3.8,5.9,5.3,46.03,7.72,8.08
18.3,29.0,57,100,7.6,53,12.69,64,76,87,76.0,17.5,4.0,65,63,5.97,2.3,6.3,4.1,46.41,6.49,4.92
18.9,29.2,60,77,8.6,65,13.3,67,82,84,82.0,17.2,4.5,63,44,6.82,3.1,6.5,5.5,47.53,7.15,2.8
22.2,32.4,84,51,12.0,96,16.73,81,58,76,58.0,20.4,3.3,61,81,6.03,3.3,6.0,5.6,54.81,8.08,16.76
15.2,23.1,8,77,7.3,43,12.09,96,49,56,49.0,14.3,1.6,54,2,4.09,4.4,9.3,2.6,50.94,7.7,7.6
21.3,32.0,80,65,10.6,90,17.53,89,93,50,93.0,22.7,6.8,89,95,7.19,2.2,5.6,5.7,48.17,7.46,17.2
16.4,27.3,42,51,5.5,14,15.52,14,65,25,65.0,18.4,3.3,76,96,6.09,2.6,3.8,4.0,54.0,7.47,13.64
13.3,21.4,3,32,5.2,11,11.89,22,20,37,20.0,10.7,-2.8,54,61,4.55,3.3,6.6,3.0,48.41,7.52,12.76
15.6,25.9,26,51,5.3,13,12.69,48,40,52,40.0,15.0,1.2,54,86,5.97,1.7,9.1,4.1,46.58,6.62,21.58
10.2,16.7,0,50,3.7,1,12.49,28,33,18,33.0,12.3,0.3,54,11,6.5,2.2,4.6,3.3,48.09,7.39,4.66
13.1,21.2,3,65,5.0,8,12.9,6,28,24,28.0,16.0,0.2,61,1,6.19,2.0,9.4,4.3,47.08,6.76,10.24
18.1,28.9,58,51,7.3,43,17.74,50,82,21,82.0,22.3,5.5,76,72,6.27,1.4,9.1,4.6,46.28,6.27,12.42
17.8,27.4,44,41,8.2,57,17.33,62,32,21,32.0,18.3,1.0,54,81,5.95,2.4,7.3,3.5,45.51,6.56,10.32
26.9,37.0,97,77,16.8,100,20.36,36,94,79,94.0,28.4,8.4,95,93,7.52,2.3,4.1,6.3,47.05,7.3,16.28
27.3,41.5,99,65,13.1,98,18.54,83,52,96,52.0,22.1,3.2,61,94,6.99,2.4,4.4,5.1,51.17,7.6,30.2
19.4,30.1,67,41,8.7,69,17.94,12,66,25,66.0,20.7,3.8,89,96,7.08,1.6,3.4,5.7,45.13,7.19,20.28
20.9,30.9,74,51,10.9,91,14.11,82,54,92,54.0,19.0,2.7,76,59,6.99,2.7,5.7,6.1,46.03,6.78,11.58
13.2,21.0,2,53,5.4,15,12.09,1,40,32,40.0,13.2,0.9,61,12,4.95,2.2,3.6,3.5,49.42,7.46,16.56
22.9,35.2,93,53,10.6,88,19.75,65,67,37,67.0,24.4,4.6,87,97,8.39,1.5,5.7,7.6,50.18,7.15,18.72
9.5,15.7,0,16,3.3,1,11.69,5,9,18,9.0,1.2,-10.0,54,0,3.0,0.0,0.0,0.0,47.08,7.34,7.64
13.3,22.2,6,59,4.4,3,12.29,14,36,31,36.0,12.7,0.6,54,12,7.15,1.7,7.7,4.2,50.09,7.3,16.68
17.1,25.9,27,53,8.3,61,13.5,87,40,60,40.0,15.8,1.4,61,52,6.31,3.7,4.2,4.3,47.68,5.98,15.34
19.8,32.4,82,41,7.2,45,16.32,55,46,50,46.0,18.1,2.1,54,94,7.81,2.1,6.8,7.2,49.16,7.59,27.52
16.9,26.1,32,40,7.7,47,16.12,13,59,24,59.0,19.1,3.2,78,63,5.4,2.8,8.3,4.4,49.22,6.99,23.34
14.4,23.6,10,44,5.2,10,14.51,2,54,21,54.0,17.8,2.6,74,19,6.13,2.5,5.0,5.0,44.69,7.26,30.34
22.7,33.9,89,68,11.5,95,16.53,80,76,83,76.0,20.6,4.6,74,79,6.78,2.3,5.3,4.9,52.99,8.22,20.58
21.4,32.8,84,51,10.0,83,18.54,12,40,37,40.0,23.0,2.7,74,81,8.36,1.9,2.6,7.6,46.26,6.01,19.44
14.0,22.1,5,77,5.9,18,13.3,19,65,27,65.0,15.3,2.8,63,22,5.38,2.9,8.6,3.2,48.28,7.28,18.66
21.2,32.4,83,28,10.0,82,13.9,83,15,95,15.0,9.4,-5.0,54,55,5.04,1.9,16.0,1.9,47.17,7.99,8.9
17.3,27.1,40,68,7.5,47,15.32,46,62,34,62.0,18.1,3.1,61,66,5.22,2.6,7.4,4.0,49.16,6.57,33.94
15.2,25.3,22,44,5.1,8,12.29,56,24,53,24.0,10.3,-1.7,54,79,5.88,2.7,7.1,3.8,49.91,7.21,18.6
15.9,25.5,23,21,6.3,24,12.69,52,9,56,9.0,2.5,-9.8,54,9,0.75,7.8,10.0,0.0,43.12,6.21,1.58
20.1,30.5,73,68,9.7,78,14.11,78,65,88,65.0,16.9,3.0,54,95,6.14,4.2,6.9,4.5,46.17,7.58,26.16
15.9,26.4,32,77,5.4,14,12.09,42,62,67,62.0,16.2,2.8,64,76,5.8,2.4,6.4,3.9,45.54,6.33,26.16
16.7,26.0,30,52,7.4,43,12.69,67,49,68,49.0,15.3,1.9,54,19,4.77,4.3,8.5,3.6,55.22,7.93,4.88
16.8,26.2,31,77,7.4,45,11.69,23,42,83,42.0,13.7,1.1,54,49,3.97,4.1,10.1,2.4,50.37,7.67,13.6
20.1,31.4,78,68,8.8,65,16.53,32,89,50,89.0,22.3,6.4,87,85,7.51,1.9,5.6,5.4,48.61,7.71,12.4
11.2,17.8,0,33,4.6,5,11.69,52,21,22,21.0,10.9,-2.5,54,19,4.64,3.3,6.3,3.0,47.24,7.27,12.3
17.6,28.4,54,53,6.8,33,12.9,94,47,76,47.0,15.5,1.7,54,68,6.45,1.4,8.8,4.5,45.5,6.24,16.84
16.3,25.8,27,53,6.8,31,14.91,26,59,30,59.0,18.0,2.9,74,72,6.34,2.6,4.0,4.4,53.6,7.41,13.3
16.7,27.4,42,68,6.0,21,12.49,30,28,70,28.0,15.6,-0.1,61,46,5.93,2.0,10.2,4.0,47.39,6.86,31.66
16.6,26.7,37,44,6.5,27,15.92,56,76,24,76.0,21.6,4.8,74,63,6.39,1.5,9.7,4.8,46.57,6.39,39.36
21.9,33.3,88,35,10.5,84,15.72,85,28,86,28.0,17.7,0.4,54,91,5.94,2.2,7.3,3.5,47.27,6.68,7.92
27.1,38.2,98,64,16.0,99,19.55,89,89,90,89.0,27.4,7.3,94,77,7.45,2.3,4.3,6.3,47.47,7.4,2.36
23.4,34.9,92,68,11.9,97,18.34,89,59,67,59.0,22.7,3.7,61,98,7.36,2.3,4.3,5.8,50.48,7.51,17.32
16.6,24.6,17,16,8.6,64,11.69,76,7,81,7.0,0.6,-11.0,54,11,3.33,0.0,9.1,0.0,55.47,8.31,15.14
